line_no,col_offset,type,name,file_name
246,8,Assign,"([<_ast.Name object at 0x805256f50>], <_ast.Call object at 0x805256790>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
246,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
248,8,Assign,"([<_ast.Name object at 0x805256410>], <_ast.Call object at 0x805256290>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
248,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
250,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
250,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
251,8,Assign,"([<_ast.Name object at 0x805256890>], <_ast.Call object at 0x805256b10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
251,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
253,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
253,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
254,8,Assign,"([<_ast.Name object at 0x80525ff50>], <_ast.Call object at 0x80525fb90>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
254,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
256,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
256,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
257,8,Assign,"([<_ast.Name object at 0x80525fe50>], <_ast.Call object at 0x80525fdd0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
257,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
259,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
259,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
260,8,Assign,"([<_ast.Name object at 0x80525f410>], <_ast.Call object at 0x80525f650>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
260,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
262,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
262,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
263,8,Assign,"([<_ast.Name object at 0x80525fa10>], <_ast.Call object at 0x80525f850>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
263,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
265,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
265,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
266,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
266,8,Assign,"([<_ast.Name object at 0x8052629d0>], <_ast.Call object at 0x805262850>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
268,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
268,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
269,8,Assign,"([<_ast.Name object at 0x805262f50>], <_ast.Call object at 0x805262350>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
269,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
271,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
271,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
272,8,Assign,"([<_ast.Name object at 0x805262110>], <_ast.Call object at 0x805262290>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
272,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
278,4,Assign,"([<_ast.Name object at 0x805262510>], <_ast.Call object at 0x805262690>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
278,17,call,re.findall,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
280,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
280,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
281,8,Assign,"([<_ast.Name object at 0x805262790>], <_ast.Call object at 0x805262d10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
282,12,call,this_match.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
284,8,Assign,"([<_ast.Name object at 0x805266690>], <_ast.Call object at 0x805266e10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
284,25,call,latex_expr_str.replace,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
284,60,BinOp,"(<_ast.Str object at 0x805266b50>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x805266ed0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
286,17,BinOp,"(<_ast.Str object at 0x805266a50>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x805266950>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
286,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
286,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
288,4,Return,<class '_ast.Name'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
291,0,FunctionDef,create_sympy_expr_tree_from_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
298,-1,Expr,<class '_ast.Str'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
299,43,Num,9999999,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
299,34,Num,1000000,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
299,19,call,random.randint,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
299,15,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
299,4,Assign,"([<_ast.Name object at 0x805266650>], <_ast.Call object at 0x8052665d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
300,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
300,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
300,43,BinOp,"(<_ast.BinOp object at 0x805266710>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x805266a10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
300,16,BinOp,"(<_ast.Str object at 0x8052668d0>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x805266610>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
302,21,call,remove_latex_presention_markings,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
302,4,Assign,"([<_ast.Name object at 0x805266590>], <_ast.Call object at 0x805266d50>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
304,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
304,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
306,8,Assign,"([<_ast.Name object at 0x805268750>], <_ast.Call object at 0x805268550>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
306,21,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
308,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
308,8,call,logger.error,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
308,21,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
309,8,Assign,"([<_ast.Name object at 0x805268bd0>], <_ast.Call object at 0x805268b90>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
309,21,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
311,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
311,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
311,42,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
313,4,Assign,"([<_ast.Name object at 0x8052685d0>], <_ast.Call object at 0x805268450>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
313,31,call,sympy.srepr,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
314,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
314,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
315,41,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
318,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
318,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
318,41,BinOp,"(<_ast.BinOp object at 0x805268c10>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x805268050>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
318,16,BinOp,"(<_ast.Str object at 0x805268cd0>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x805268950>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
319,4,Return,<class '_ast.Name'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
322,0,FunctionDef,get_symbols_from_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
331,-1,Expr,<class '_ast.Str'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
332,4,Assign,"([<_ast.Name object at 0x805272450>], <_ast.Call object at 0x8052724d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
332,15,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
332,19,call,random.randint,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
332,34,Num,1000000,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
332,43,Num,9999999,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
333,16,BinOp,"(<_ast.Str object at 0x805272090>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x805272350>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
333,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
333,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
333,43,BinOp,"(<_ast.BinOp object at 0x8052726d0>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x8052723d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
335,4,Assign,"([<_ast.Name object at 0x805272110>], <_ast.Call object at 0x805272050>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
335,21,call,remove_latex_presention_markings,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
337,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
337,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
338,4,Assign,"([<_ast.Name object at 0x805272890>], <_ast.Call object at 0x8052722d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
338,13,call,list,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
338,18,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
339,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
339,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
339,41,BinOp,"(<_ast.BinOp object at 0x805272b10>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x805272d90>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
339,16,BinOp,"(<_ast.Str object at 0x805272b50>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x8052727d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
340,4,Return,<class '_ast.Name'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
343,0,FunctionDef,split_expr_into_lhs_rhs,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
354,-1,Expr,<class '_ast.Str'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
355,34,Num,1000000,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
355,19,call,random.randint,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
355,43,Num,9999999,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
355,4,Assign,"([<_ast.Name object at 0x80526c150>], <_ast.Call object at 0x80526ce90>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
355,15,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
356,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
356,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
356,43,BinOp,"(<_ast.BinOp object at 0x80526cb50>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x80526c490>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
356,16,BinOp,"(<_ast.Str object at 0x80526c290>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x80526c5d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
358,21,call,remove_latex_presention_markings,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
358,4,Assign,"([<_ast.Name object at 0x80526c2d0>], <_ast.Call object at 0x80526c390>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
360,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
360,4,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
363,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
363,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
363,21,BinOp,"(<_ast.Str object at 0x80526c0d0>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x80526cf10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
364,8,Assign,"([<_ast.Name object at 0x80526cbd0>], <_ast.Call object at 0x80526ce50>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
364,24,call,latex_expr_str.split,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
365,11,call,len,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
365,33,Num,2,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
366,30,call,remove_latex_presention_markings,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
366,12,Assign,"([<_ast.Name object at 0x8052761d0>], <_ast.Call object at 0x8052760d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
366,18,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
366,77,Num,0,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
367,77,Num,1,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
367,30,call,remove_latex_presention_markings,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
367,18,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
367,12,Assign,"([<_ast.Name object at 0x801031fd0>], <_ast.Call object at 0x80103ad90>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
368,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
368,12,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
368,49,BinOp,"(<_ast.BinOp object at 0x804e28b90>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x804e28110>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
368,24,BinOp,"(<_ast.Str object at 0x804e28b10>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e28050>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
369,12,Return,<class '_ast.Tuple'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
371,18,call,Exception,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
372,16,BinOp,"(<_ast.Str object at 0x804e28410>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e284d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
376,14,call,Exception,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
376,24,BinOp,"(<_ast.Str object at 0x804e281d0>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e28610>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
379,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
379,12,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
380,25,call,parse_latex,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
380,12,Assign,"([<_ast.Name object at 0x804e288d0>], <_ast.Call object at 0x804e28910>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
382,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
382,12,call,logger.error,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
382,25,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
383,12,Return,<class '_ast.Tuple'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
385,46,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
385,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
385,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
387,8,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
387,8,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
387,21,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
387,25,call,sympy.srepr,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
390,12,Assign,"([<_ast.Name object at 0x804e22bd0>], <_ast.Attribute object at 0x804e22c10>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
391,36,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
391,25,BinOp,"(<_ast.Str object at 0x804e22a90>, <_ast.Add object at 0x80101f750>, <_ast.Call object at 0x804e22850>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
391,12,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
391,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
392,12,Assign,"([<_ast.Name object at 0x804e22e10>], <_ast.Attribute object at 0x804e22fd0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
393,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
393,12,call,logger.debug,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
393,25,BinOp,"(<_ast.Str object at 0x804e222d0>, <_ast.Add object at 0x80101f750>, <_ast.Call object at 0x804e22310>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
393,36,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
394,24,BinOp,"(<_ast.Str object at 0x804e22550>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e22590>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
394,49,BinOp,"(<_ast.BinOp object at 0x804e22510>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x804e225d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
394,12,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
394,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
395,12,Return,<class '_ast.Tuple'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
397,12,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
397,12,call,logger.error,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
398,16,BinOp,"(<_ast.Str object at 0x804e25350>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e25390>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
400,16,BinOp,"(<_ast.BinOp object at 0x804e252d0>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x804e25610>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
401,18,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
401,16,BinOp,"(<_ast.BinOp object at 0x804e25290>, <_ast.Add object at 0x80101f750>, <_ast.Call object at 0x804e25650>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
403,18,call,Exception,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
404,16,BinOp,"(<_ast.Str object at 0x804e25410>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e25450>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
406,16,BinOp,"(<_ast.BinOp object at 0x804e253d0>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x804e25490>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
407,16,BinOp,"(<_ast.BinOp object at 0x804e25810>, <_ast.Add object at 0x80101f750>, <_ast.Call object at 0x804e254d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
407,18,call,str,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
409,4,Expr,<class '_ast.Call'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
409,4,call,logger.info,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
409,41,BinOp,"(<_ast.BinOp object at 0x804e25050>, <_ast.Add object at 0x80101f750>, <_ast.Str object at 0x804e250d0>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
409,16,BinOp,"(<_ast.Str object at 0x804e25090>, <_ast.Add object at 0x80101f750>, <_ast.Name object at 0x804e25150>)",/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
410,4,Return,<class '_ast.Tuple'>,/home/user/proofofconcept/v7_pickle_web_interface/flask/latex_to_sympy.py
